╔══════════════════════════════════════════════════════════════╗
║          THE SEED — MARKET EVOLUTION ENGINE                  ║
║  Config: market-config.paper.json                          ║
║  Mode: Paper                                               ║
║  Capital: $10,000                                          ║
║  Population: 50                                            ║
╚══════════════════════════════════════════════════════════════╝

[PAPER] Starting paper trading with live data...
[PAPER] Loading genome from: output_phase5/best_market_genome.json
[PAPER] Genome loaded: 2d4bc127-0090-4524-a73e-8818488b0a2c
[PAPER]   CPPN nodes: 25, connections: 87
[PAPER] Compiling brain...
[PAPER] Brain compiled: 477 neurons, 879 synapses
[PAPER] Connecting to live data feeds...
[PAPER] Trade log: output_paper\trades.jsonl
[PAPER] Brain decisions run every 15m (matching training regime).
[PAPER] Stop-loss: 2.0% per position
[PAPER] Paper trading active. Press Ctrl+C to stop.

Feed          Price    Pos       Entry   Unrl%    Net P&L       Equity  Trades    WR  Exit  ExitRaw  rSharpe    rDD  Elapsed
──────────────────────────────────────────────────────────────────────────────────────────────────────────────
[CoinglassFeed] Warnings: Exchange balance fetch failed: The requested operation requires an element of type 'Object', but the target element has type 'Array'.
  [BRAIN] Decision #0 (every 15m) at 14:12:37 UTC | price $75,486.09
274     $ 75,646.06   FLAT         ---              0.00 $ 10,000.00       0   0%         0.5000     0.00  0.0%     0:24
276     $ 75,619.01   FLAT         ---              0.00 $ 10,000.00       0   0%         0.5000     0.00  0.0%     0:24
278     $ 75,576.74   FLAT         ---              0.00 $ 10,000.00       0   0%         0.5000     0.00  0.0%     0:24
280     $ 75,560.88   FLAT         ---              0.00 $ 10,000.00       0   0%         0.5000     0.00  0.0%     0:24
282     $ 75,549.45   FLAT         ---              0.00 $ 10,000.00       0   0%         0.5000     0.00  0.0%     0:25
284     $ 75,518.38   FLAT         ---              0.00 $ 10,000.00       0   0%         0.5000     0.00  0.0%     0:25
286     $ 75,510.67   FLAT         ---              0.00 $ 10,000.00       0   0%         0.5000     0.00  0.0%     0:25
288     $ 75,441.83   FLAT         ---              0.00 $ 10,000.00       0   0%         0.5000     0.00  0.0%     0:25
290     $ 75,400.05   FLAT         ---              0.00 $ 10,000.00       0   0%         0.5000     0.00  0.0%     0:25
292     $ 75,387.89   FLAT         ---              0.00 $ 10,000.00       0   0%         0.5000     0.00  0.0%     0:26
294     $ 75,307.41   FLAT         ---              0.00 $ 10,000.00       0   0%         0.5000     0.00  0.0%     0:26
296     $ 75,388.30   FLAT         ---              0.00 $ 10,000.00       0   0%         0.5000     0.00  0.0%     0:26
298     $ 75,391.20   FLAT         ---              0.00 $ 10,000.00       0   0%         0.5000     0.00  0.0%     0:26
300     $ 75,415.15   FLAT         ---              0.00 $ 10,000.00       0   0%         0.5000     0.00  0.0%     0:26
302     $ 75,429.54   FLAT         ---              0.00 $ 10,000.00       0   0%         0.5000     0.00  0.0%     0:26
304     $ 75,420.32   FLAT         ---              0.00 $ 10,000.00       0   0%         0.5000     0.00  0.0%     0:27
306     $ 75,438.60   FLAT         ---              0.00 $ 10,000.00       0   0%         0.5000     0.00  0.0%     0:27
308     $ 75,426.00   FLAT         ---              0.00 $ 10,000.00       0   0%         0.5000     0.00  0.0%     0:27
310     $ 75,370.12   FLAT         ---              0.00 $ 10,000.00       0   0%         0.5000     0.00  0.0%     0:27
312     $ 75,372.31   FLAT         ---              0.00 $ 10,000.00       0   0%         0.5000     0.00  0.0%     0:27
314     $ 75,287.35   FLAT         ---              0.00 $ 10,000.00       0   0%         0.5000     0.00  0.0%     0:27
316     $ 75,294.88   FLAT         ---              0.00 $ 10,000.00       0   0%         0.5000     0.00  0.0%     0:28
318     $ 75,286.34   FLAT         ---              0.00 $ 10,000.00       0   0%         0.5000     0.00  0.0%     0:28
320     $ 75,272.42   FLAT         ---              0.00 $ 10,000.00       0   0%         0.5000     0.00  0.0%     0:28
322     $ 75,274.11   FLAT         ---              0.00 $ 10,000.00       0   0%         0.5000     0.00  0.0%     0:28
324     $ 75,320.97   FLAT         ---              0.00 $ 10,000.00       0   0%         0.5000     0.00  0.0%     0:28
326     $ 75,340.00   FLAT         ---              0.00 $ 10,000.00       0   0%         0.5000     0.00  0.0%     0:29
328     $ 75,268.49   FLAT         ---              0.00 $ 10,000.00       0   0%         0.5000     0.00  0.0%     0:29
330     $ 75,309.95   FLAT         ---              0.00 $ 10,000.00       0   0%         0.5000     0.00  0.0%     0:29
332     $ 75,326.51   FLAT         ---              0.00 $ 10,000.00       0   0%         0.5000     0.00  0.0%     0:29
334     $ 75,321.16   FLAT         ---              0.00 $ 10,000.00       0   0%         0.5000     0.00  0.0%     0:29
336     $ 75,384.01   FLAT         ---              0.00 $ 10,000.00       0   0%         0.5000     0.00  0.0%     0:29
338     $ 75,364.14   FLAT         ---              0.00 $ 10,000.00       0   0%         0.5000     0.00  0.0%     0:30
340     $ 75,363.07   FLAT         ---              0.00 $ 10,000.00       0   0%         0.5000     0.00  0.0%     0:30
342     $ 75,399.44   FLAT         ---              0.00 $ 10,000.00       0   0%         0.5000     0.00  0.0%     0:30
344     $ 75,433.99   FLAT         ---              0.00 $ 10,000.00       0   0%         0.5000     0.00  0.0%     0:30
346     $ 75,460.72   FLAT         ---              0.00 $ 10,000.00       0   0%         0.5000     0.00  0.0%     0:30
348     $ 75,487.13   FLAT         ---              0.00 $ 10,000.00       0   0%         0.5000     0.00  0.0%     0:30
350     $ 75,463.34   FLAT         ---              0.00 $ 10,000.00       0   0%         0.5000     0.00  0.0%     0:31
352     $ 75,463.33   FLAT         ---              0.00 $ 10,000.00       0   0%         0.5000     0.00  0.0%     0:31
354     $ 75,446.42   FLAT         ---              0.00 $ 10,000.00       0   0%         0.5000     0.00  0.0%     0:31
356     $ 75,455.10   FLAT         ---              0.00 $ 10,000.00       0   0%         0.5000     0.00  0.0%     0:31
358     $ 75,448.56   FLAT         ---              0.00 $ 10,000.00       0   0%         0.5000     0.00  0.0%     0:31
360     $ 75,418.39   FLAT         ---              0.00 $ 10,000.00       0   0%         0.5000     0.00  0.0%     0:32
362     $ 75,360.06   FLAT         ---              0.00 $ 10,000.00       0   0%         0.5000     0.00  0.0%     0:32
364     $ 75,381.54   FLAT         ---              0.00 $ 10,000.00       0   0%         0.5000     0.00  0.0%     0:32
  [BRAIN] Decision #3 (every 15m) at 14:45:04 UTC | price $75,396.63
366     $ 75,399.99   FLAT         ---              0.00 $ 10,000.00       0   0%         0.5000     0.00  0.0%     0:32
368     $ 75,310.00   FLAT         ---              0.00 $ 10,000.00       0   0%         0.5000     0.00  0.0%     0:32
370     $ 75,297.79   FLAT         ---              0.00 $ 10,000.00       0   0%         0.5000     0.00  0.0%     0:32
372     $ 75,281.50   FLAT         ---              0.00 $ 10,000.00       0   0%         0.5000     0.00  0.0%     0:33
374     $ 75,285.91   FLAT         ---              0.00 $ 10,000.00       0   0%         0.5000     0.00  0.0%     0:33
